date,branch,department,doctors_available,doctors_booked,doctor_utilization_pct
2024-01-30,Branch C,Orthopedics,9,3,33.33
2024-01-30,Branch C,Pediatrics,13,5,38.46
2024-01-30,Branch C,Emergency,7,7,100.0
2024-01-30,Branch C,General Medicine,9,4,44.44
2024-01-31,Branch A,Cardiology,10,7,70.0
2024-01-31,Branch A,Oncology,13,5,38.46
2024-01-31,Branch A,Orthopedics,9,4,44.44
2024-01-31,Branch A,Pediatrics,10,6,60.0
2024-01-31,Branch A,Emergency,7,6,85.71
2024-01-31,Branch A,General Medicine,10,5,50.0
2024-01-31,Branch B,Cardiology,9,4,44.44
2024-01-31,Branch B,Oncology,14,7,50.0
2024-01-31,Branch B,Orthopedics,11,6,54.55
2024-01-31,Branch B,Pediatrics,8,7,87.5
2024-01-31,Branch B,Emergency,13,11,84.62
2024-01-31,Branch B,General Medicine,14,6,42.86
2024-01-31,Branch C,Cardiology,9,9,100.0
2024-01-31,Branch C,Oncology,11,3,27.27
2024-01-31,Branch C,Orthopedics,7,5,71.43
2024-01-31,Branch C,Pediatrics,5,3,60.0
2024-01-31,Branch C,Emergency,14,3,21.43
2024-01-31,Branch C,General Medicine,13,13,100.0
2024-02-01,Branch A,Cardiology,8,3,37.5
2024-02-01,Branch A,Oncology,12,10,83.33
2024-02-01,Branch A,Orthopedics,7,3,42.86
2024-02-01,Branch A,Pediatrics,9,4,44.44
2024-02-01,Branch A,Emergency,10,6,60.0
2024-02-01,Branch A,General Medicine,11,5,45.45
2024-02-01,Branch B,Cardiology,11,5,45.45
2024-02-01,Branch B,Oncology,13,4,30.77
2024-02-01,Branch B,Orthopedics,6,4,66.67
2024-02-01,Branch B,Pediatrics,11,9,81.82
2024-02-01,Branch B,Emergency,10,5,50.0
2024-02-01,Branch B,General Medicine,11,6,54.55
2024-02-01,Branch C,Cardiology,12,4,33.33
2024-02-01,Branch C,Oncology,9,8,88.89
2024-02-01,Branch C,Orthopedics,5,5,100.0
2024-02-01,Branch C,Pediatrics,13,6,46.15
2024-02-01,Branch C,Emergency,14,11,78.57
2024-02-01,Branch C,General Medicine,5,4,80.0
2024-02-02,Branch A,Cardiology,14,12,85.71
2024-02-02,Branch A,Oncology,11,8,72.73
2024-02-02,Branch A,Orthopedics,9,4,44.44
2024-02-02,Branch A,Pediatrics,9,9,100.0
2024-02-02,Branch A,Emergency,6,5,83.33
2024-02-02,Branch A,General Medicine,5,3,60.0
2024-02-02,Branch B,Cardiology,8,5,62.5
2024-02-02,Branch B,Oncology,6,4,66.67
2024-02-02,Branch B,Orthopedics,7,5,71.43
2024-02-02,Branch B,Pediatrics,9,9,100.0
2024-02-02,Branch B,Emergency,12,5,41.67
2024-02-02,Branch B,General Medicine,7,3,42.86
2024-02-02,Branch C,Cardiology,11,6,54.55
2024-02-02,Branch C,Oncology,8,3,37.5
2024-02-02,Branch C,Orthopedics,7,7,100.0
2024-02-02,Branch C,Pediatrics,11,7,63.64
2024-02-02,Branch C,Emergency,10,8,80.0
2024-02-02,Branch C,General Medicine,5,5,100.0
2024-02-03,Branch A,Cardiology,10,9,90.0
2024-02-03,Branch A,Oncology,13,6,46.15
2024-02-03,Branch A,Orthopedics,6,6,100.0
2024-02-03,Branch A,Pediatrics,9,8,88.89
2024-02-03,Branch A,Emergency,13,11,84.62
2024-02-03,Branch A,General Medicine,5,3,60.0
2024-02-03,Branch B,Cardiology,14,3,21.43
2024-02-03,Branch B,Oncology,6,4,66.67
2024-02-03,Branch B,Orthopedics,7,6,85.71
2024-02-03,Branch B,Pediatrics,12,10,83.33
2024-02-03,Branch B,Emergency,5,5,100.0
2024-02-03,Branch B,General Medicine,14,7,50.0
2024-02-03,Branch C,Cardiology,10,10,100.0
2024-02-03,Branch C,Oncology,14,3,21.43
2024-02-03,Branch C,Orthopedics,9,6,66.67
2024-02-03,Branch C,Pediatrics,7,7,100.0
2024-02-03,Branch C,Emergency,6,5,83.33
2024-02-03,Branch C,General Medicine,9,3,33.33
2024-02-04,Branch A,Cardiology,11,7,63.64
2024-02-04,Branch A,Oncology,8,8,100.0
2024-02-04,Branch A,Orthopedics,9,5,55.56
2024-02-04,Branch A,Pediatrics,7,3,42.86
2024-02-04,Branch A,Emergency,14,8,57.14
2024-02-04,Branch A,General Medicine,11,9,81.82
2024-02-04,Branch B,Cardiology,11,6,54.55
2024-02-04,Branch B,Oncology,12,5,41.67
2024-02-04,Branch B,Orthopedics,14,5,35.71
2024-02-04,Branch B,Pediatrics,8,8,100.0
2024-02-04,Branch B,Emergency,6,4,66.67
2024-02-04,Branch B,General Medicine,13,6,46.15
2024-02-04,Branch C,Cardiology,14,14,100.0
2024-02-04,Branch C,Oncology,5,5,100.0
2024-02-04,Branch C,Orthopedics,11,4,36.36
2024-02-04,Branch C,Pediatrics,8,5,62.5
2024-02-04,Branch C,Emergency,13,5,38.46
2024-02-04,Branch C,General Medicine,5,4,80.0
2024-02-05,Branch A,Cardiology,8,8,100.0
2024-02-05,Branch A,Oncology,14,8,57.14
2024-02-05,Branch A,Orthopedics,5,5,100.0
2024-02-05,Branch A,Pediatrics,9,5,55.56
2024-02-05,Branch A,Emergency,9,9,100.0
2024-02-05,Branch A,General Medicine,13,12,92.31
2024-02-05,Branch B,Cardiology,13,9,69.23
2024-02-05,Branch B,Oncology,7,7,100.0
2024-02-05,Branch B,Orthopedics,13,4,30.77
2024-02-05,Branch B,Pediatrics,11,9,81.82
2024-02-05,Branch B,Emergency,5,3,60.0
2024-02-05,Branch B,General Medicine,9,8,88.89
2024-02-05,Branch C,Cardiology,14,10,71.43
2024-02-05,Branch C,Oncology,5,4,80.0
2024-02-05,Branch C,Orthopedics,8,4,50.0
2024-02-05,Branch C,Pediatrics,5,5,100.0
2024-02-05,Branch C,Emergency,5,4,80.0
2024-02-05,Branch C,General Medicine,14,5,35.71
2024-02-06,Branch A,Cardiology,6,5,83.33
2024-02-06,Branch A,Oncology,13,11,84.62
2024-02-06,Branch A,Orthopedics,9,6,66.67
2024-02-06,Branch A,Pediatrics,8,8,100.0
2024-02-06,Branch A,Emergency,11,4,36.36
2024-02-06,Branch A,General Medicine,12,12,100.0
2024-02-06,Branch B,Cardiology,8,6,75.0
2024-02-06,Branch B,Oncology,13,12,92.31
2024-02-06,Branch B,Orthopedics,14,12,85.71
2024-02-06,Branch B,Pediatrics,7,3,42.86
2024-02-06,Branch B,Emergency,7,6,85.71
2024-02-06,Branch B,General Medicine,7,7,100.0
2024-02-06,Branch C,Cardiology,9,7,77.78
2024-02-06,Branch C,Oncology,7,7,100.0
2024-02-06,Branch C,Orthopedics,11,9,81.82
2024-02-06,Branch C,Pediatrics,6,5,83.33
2024-02-06,Branch C,Emergency,6,5,83.33
2024-02-06,Branch C,General Medicine,14,5,35.71
2024-02-07,Branch A,Cardiology,10,4,40.0
2024-02-07,Branch A,Oncology,11,9,81.82
2024-02-07,Branch A,Orthopedics,9,4,44.44
2024-02-07,Branch A,Pediatrics,13,9,69.23
2024-02-07,Branch A,Emergency,10,3,30.0
2024-02-07,Branch A,General Medicine,5,4,80.0
2024-02-07,Branch B,Cardiology,10,8,80.0
2024-02-07,Branch B,Oncology,11,9,81.82
2024-02-07,Branch B,Orthopedics,12,5,41.67
2024-02-07,Branch B,Pediatrics,7,6,85.71
2024-02-07,Branch B,Emergency,6,6,100.0
2024-02-07,Branch B,General Medicine,7,7,100.0
2024-02-07,Branch C,Cardiology,10,7,70.0
2024-02-07,Branch C,Oncology,8,6,75.0
2024-02-07,Branch C,Orthopedics,6,3,50.0
2024-02-07,Branch C,Pediatrics,8,8,100.0
2024-02-07,Branch C,Emergency,14,14,100.0
2024-02-07,Branch C,General Medicine,5,5,100.0
2024-02-08,Branch A,Cardiology,5,5,100.0
2024-02-08,Branch A,Oncology,12,7,58.33
2024-02-08,Branch A,Orthopedics,11,6,54.55
2024-02-08,Branch A,Pediatrics,9,7,77.78
2024-02-08,Branch A,Emergency,7,6,85.71
2024-02-08,Branch A,General Medicine,13,11,84.62
2024-02-08,Branch B,Cardiology,5,4,80.0
2024-02-08,Branch B,Oncology,7,3,42.86
2024-02-08,Branch B,Orthopedics,10,9,90.0
2024-02-08,Branch B,Pediatrics,6,5,83.33
2024-02-08,Branch B,Emergency,7,3,42.86
2024-02-08,Branch B,General Medicine,7,4,57.14
2024-02-08,Branch C,Cardiology,11,6,54.55
2024-02-08,Branch C,Oncology,6,3,50.0
2024-02-08,Branch C,Orthopedics,5,3,60.0
2024-02-08,Branch C,Pediatrics,9,5,55.56
2024-02-08,Branch C,Emergency,11,3,27.27
2024-02-08,Branch C,General Medicine,5,4,80.0
2024-02-09,Branch A,Cardiology,11,9,81.82
2024-02-09,Branch A,Oncology,10,7,70.0
2024-02-09,Branch A,Orthopedics,14,14,100.0
2024-02-09,Branch A,Pediatrics,8,8,100.0
2024-02-09,Branch A,Emergency,12,6,50.0
2024-02-09,Branch A,General Medicine,6,4,66.67
2024-02-09,Branch B,Cardiology,13,9,69.23
2024-02-09,Branch B,Oncology,13,9,69.23
2024-02-09,Branch B,Orthopedics,9,6,66.67
2024-02-09,Branch B,Pediatrics,9,8,88.89
2024-02-09,Branch B,Emergency,13,11,84.62
2024-02-09,Branch B,General Medicine,10,8,80.0
2024-02-09,Branch C,Cardiology,5,3,60.0
2024-02-09,Branch C,Oncology,8,4,50.0
2024-02-09,Branch C,Orthopedics,12,9,75.0
2024-02-09,Branch C,Pediatrics,8,7,87.5
2024-02-09,Branch C,Emergency,5,5,100.0
2024-02-09,Branch C,General Medicine,11,6,54.55
2024-02-10,Branch A,Cardiology,6,6,100.0
2024-02-10,Branch A,Oncology,6,6,100.0
2024-02-10,Branch A,Orthopedics,7,5,71.43
2024-02-10,Branch A,Pediatrics,12,9,75.0
2024-02-10,Branch A,Emergency,11,11,100.0
2024-02-10,Branch A,General Medicine,13,5,38.46
2024-02-10,Branch B,Cardiology,10,3,30.0
2024-02-10,Branch B,Oncology,13,3,23.08
2024-02-10,Branch B,Orthopedics,9,9,100.0
2024-02-10,Branch B,Pediatrics,6,4,66.67
2024-02-10,Branch B,Emergency,8,4,50.0
2024-02-10,Branch B,General Medicine,14,14,100.0
2024-02-10,Branch C,Cardiology,7,6,85.71
2024-02-10,Branch C,Oncology,13,11,84.62
2024-02-10,Branch C,Orthopedics,11,9,81.82
2024-02-10,Branch C,Pediatrics,13,3,23.08
2024-02-10,Branch C,Emergency,11,11,100.0
2024-02-10,Branch C,General Medicine,14,14,100.0
2024-02-11,Branch A,Cardiology,12,6,50.0
2024-02-11,Branch A,Oncology,12,3,25.0
2024-02-11,Branch A,Orthopedics,9,4,44.44
2024-02-11,Branch A,Pediatrics,11,4,36.36
2024-02-11,Branch A,Emergency,12,10,83.33
2024-02-11,Branch A,General Medicine,6,6,100.0
2024-02-11,Branch B,Cardiology,13,5,38.46
2024-02-11,Branch B,Oncology,5,5,100.0
2024-02-11,Branch B,Orthopedics,7,6,85.71
2024-02-11,Branch B,Pediatrics,13,5,38.46
2024-02-11,Branch B,Emergency,5,4,80.0
2024-02-11,Branch B,General Medicine,10,10,100.0
2024-02-11,Branch C,Cardiology,6,3,50.0
2024-02-11,Branch C,Oncology,7,7,100.0
2024-02-11,Branch C,Orthopedics,12,6,50.0
2024-02-11,Branch C,Pediatrics,5,4,80.0
2024-02-11,Branch C,Emergency,14,4,28.57
2024-02-11,Branch C,General Medicine,6,5,83.33
2024-02-12,Branch A,Cardiology,12,8,66.67
2024-02-12,Branch A,Oncology,9,6,66.67
2024-02-12,Branch A,Orthopedics,12,6,50.0
2024-02-12,Branch A,Pediatrics,12,6,50.0
2024-02-12,Branch A,Emergency,11,3,27.27
2024-02-12,Branch A,General Medicine,8,4,50.0
2024-02-12,Branch B,Cardiology,8,5,62.5
2024-02-12,Branch B,Oncology,13,5,38.46
2024-02-12,Branch B,Orthopedics,9,6,66.67
2024-02-12,Branch B,Pediatrics,11,8,72.73
2024-02-12,Branch B,Emergency,5,4,80.0
2024-02-12,Branch B,General Medicine,5,3,60.0
2024-02-12,Branch C,Cardiology,9,6,66.67
2024-02-12,Branch C,Oncology,13,11,84.62
2024-02-12,Branch C,Orthopedics,10,7,70.0
2024-02-12,Branch C,Pediatrics,13,7,53.85
2024-02-12,Branch C,Emergency,9,4,44.44
2024-02-12,Branch C,General Medicine,9,5,55.56
2024-02-13,Branch A,Cardiology,8,6,75.0
2024-02-13,Branch A,Oncology,12,12,100.0
2024-02-13,Branch A,Orthopedics,10,5,50.0
2024-02-13,Branch A,Pediatrics,9,7,77.78
2024-02-13,Branch A,Emergency,10,5,50.0
2024-02-13,Branch A,General Medicine,13,8,61.54
2024-02-13,Branch B,Cardiology,10,7,70.0
2024-02-13,Branch B,Oncology,9,8,88.89
2024-02-13,Branch B,Orthopedics,10,9,90.0
2024-02-13,Branch B,Pediatrics,8,7,87.5
2024-02-13,Branch B,Emergency,11,8,72.73
2024-02-13,Branch B,General Medicine,9,6,66.67
2024-02-13,Branch C,Cardiology,7,5,71.43
2024-02-13,Branch C,Oncology,9,4,44.44
2024-02-13,Branch C,Orthopedics,5,3,60.0
2024-02-13,Branch C,Pediatrics,7,4,57.14
2024-02-13,Branch C,Emergency,12,11,91.67
2024-02-13,Branch C,General Medicine,6,4,66.67
2024-02-14,Branch A,Cardiology,13,9,69.23
2024-02-14,Branch A,Oncology,8,8,100.0
2024-02-14,Branch A,Orthopedics,8,6,75.0
2024-02-14,Branch A,Pediatrics,5,5,100.0
2024-02-14,Branch A,Emergency,12,11,91.67
2024-02-14,Branch A,General Medicine,7,3,42.86
2024-02-14,Branch B,Cardiology,14,13,92.86
2024-02-14,Branch B,Oncology,7,4,57.14
2024-02-14,Branch B,Orthopedics,13,4,30.77
2024-02-14,Branch B,Pediatrics,14,4,28.57
2024-02-14,Branch B,Emergency,13,10,76.92
2024-02-14,Branch B,General Medicine,7,6,85.71
2024-02-14,Branch C,Cardiology,12,7,58.33
2024-02-14,Branch C,Oncology,6,4,66.67
2024-02-14,Branch C,Orthopedics,13,3,23.08
2024-02-14,Branch C,Pediatrics,12,3,25.0
2024-02-14,Branch C,Emergency,13,10,76.92
2024-02-14,Branch C,General Medicine,7,7,100.0
2024-02-15,Branch A,Cardiology,8,8,100.0
2024-02-15,Branch A,Oncology,12,12,100.0
2024-02-15,Branch A,Orthopedics,13,12,92.31
2024-02-15,Branch A,Pediatrics,14,4,28.57
2024-02-15,Branch A,Emergency,6,5,83.33
2024-02-15,Branch A,General Medicine,12,8,66.67
2024-02-15,Branch B,Cardiology,5,5,100.0
2024-02-15,Branch B,Oncology,13,5,38.46
2024-02-15,Branch B,Orthopedics,12,9,75.0
2024-02-15,Branch B,Pediatrics,11,5,45.45
2024-02-15,Branch B,Emergency,8,8,100.0
2024-02-15,Branch B,General Medicine,11,11,100.0
2024-02-15,Branch C,Cardiology,6,6,100.0
2024-02-15,Branch C,Oncology,11,10,90.91
2024-02-15,Branch C,Orthopedics,10,10,100.0
2024-02-15,Branch C,Pediatrics,6,4,66.67
2024-02-15,Branch C,Emergency,9,4,44.44
2024-02-15,Branch C,General Medicine,10,4,40.0
2024-02-16,Branch A,Cardiology,9,6,66.67
2024-02-16,Branch A,Oncology,8,5,62.5
2024-02-16,Branch A,Orthopedics,5,3,60.0
2024-02-16,Branch A,Pediatrics,6,3,50.0
2024-02-16,Branch A,Emergency,7,5,71.43
2024-02-16,Branch A,General Medicine,13,7,53.85
2024-02-16,Branch B,Cardiology,10,6,60.0
2024-02-16,Branch B,Oncology,14,11,78.57
2024-02-16,Branch B,Orthopedics,13,10,76.92
2024-02-16,Branch B,Pediatrics,11,9,81.82
2024-02-16,Branch B,Emergency,12,5,41.67
2024-02-16,Branch B,General Medicine,7,5,71.43
2024-02-16,Branch C,Cardiology,5,4,80.0
2024-02-16,Branch C,Oncology,13,10,76.92
2024-02-16,Branch C,Orthopedics,13,8,61.54
2024-02-16,Branch C,Pediatrics,8,6,75.0
2024-02-16,Branch C,Emergency,6,6,100.0
2024-02-16,Branch C,General Medicine,9,6,66.67
2024-02-17,Branch A,Cardiology,7,3,42.86
2024-02-17,Branch A,Oncology,9,6,66.67
2024-02-17,Branch A,Orthopedics,5,5,100.0
2024-02-17,Branch A,Pediatrics,11,3,27.27
2024-02-17,Branch A,Emergency,14,13,92.86
2024-02-17,Branch A,General Medicine,14,8,57.14
2024-02-17,Branch B,Cardiology,8,8,100.0
2024-02-17,Branch B,Oncology,14,9,64.29
2024-02-17,Branch B,Orthopedics,13,8,61.54
2024-02-17,Branch B,Pediatrics,14,10,71.43
2024-02-17,Branch B,Emergency,14,5,35.71
2024-02-17,Branch B,General Medicine,8,4,50.0
2024-02-17,Branch C,Cardiology,12,9,75.0
2024-02-17,Branch C,Oncology,14,6,42.86
2024-02-17,Branch C,Orthopedics,5,5,100.0
2024-02-17,Branch C,Pediatrics,13,13,100.0
2024-02-17,Branch C,Emergency,11,6,54.55
2024-02-17,Branch C,General Medicine,7,4,57.14
2024-02-18,Branch A,Cardiology,14,5,35.71
2024-02-18,Branch A,Oncology,14,13,92.86
2024-02-18,Branch A,Orthopedics,8,6,75.0
2024-02-18,Branch A,Pediatrics,13,8,61.54
2024-02-18,Branch A,Emergency,6,5,83.33
2024-02-18,Branch A,General Medicine,13,4,30.77
2024-02-18,Branch B,Cardiology,8,7,87.5
2024-02-18,Branch B,Oncology,8,4,50.0
2024-02-18,Branch B,Orthopedics,14,4,28.57
2024-02-18,Branch B,Pediatrics,13,11,84.62
2024-02-18,Branch B,Emergency,11,8,72.73
2024-02-18,Branch B,General Medicine,7,7,100.0
2024-02-18,Branch C,Cardiology,6,6,100.0
2024-02-18,Branch C,Oncology,14,3,21.43
2024-02-18,Branch C,Orthopedics,6,4,66.67
2024-02-18,Branch C,Pediatrics,6,4,66.67
2024-02-18,Branch C,Emergency,7,7,100.0
2024-02-18,Branch C,General Medicine,9,5,55.56
2024-02-19,Branch A,Cardiology,5,3,60.0
2024-02-19,Branch A,Oncology,11,3,27.27
2024-02-19,Branch A,Orthopedics,11,4,36.36
2024-02-19,Branch A,Pediatrics,6,5,83.33
2024-02-19,Branch A,Emergency,11,4,36.36
2024-02-19,Branch A,General Medicine,7,7,100.0
2024-02-19,Branch B,Cardiology,14,14,100.0
2024-02-19,Branch B,Oncology,12,3,25.0
2024-02-19,Branch B,Orthopedics,10,8,80.0
2024-02-19,Branch B,Pediatrics,8,6,75.0
2024-02-19,Branch B,Emergency,7,5,71.43
2024-02-19,Branch B,General Medicine,5,3,60.0
2024-02-19,Branch C,Cardiology,9,5,55.56
2024-02-19,Branch C,Oncology,12,5,41.67
2024-02-19,Branch C,Orthopedics,6,5,83.33
2024-02-19,Branch C,Pediatrics,7,3,42.86
2024-02-19,Branch C,Emergency,9,6,66.67
2024-02-19,Branch C,General Medicine,13,12,92.31
2024-02-20,Branch A,Cardiology,12,11,91.67
2024-02-20,Branch A,Oncology,12,9,75.0
2024-02-20,Branch A,Orthopedics,7,3,42.86
2024-02-20,Branch A,Pediatrics,13,11,84.62
2024-02-20,Branch A,Emergency,9,7,77.78
2024-02-20,Branch A,General Medicine,7,3,42.86
2024-02-20,Branch B,Cardiology,9,6,66.67
2024-02-20,Branch B,Oncology,11,7,63.64
2024-02-20,Branch B,Orthopedics,11,10,90.91
2024-02-20,Branch B,Pediatrics,10,6,60.0
2024-02-20,Branch B,Emergency,14,14,100.0
2024-02-20,Branch B,General Medicine,14,3,21.43
2024-02-20,Branch C,Cardiology,7,3,42.86
2024-02-20,Branch C,Oncology,9,8,88.89
2024-02-20,Branch C,Orthopedics,6,4,66.67
2024-02-20,Branch C,Pediatrics,11,5,45.45
2024-02-20,Branch C,Emergency,11,9,81.82
2024-02-20,Branch C,General Medicine,6,3,50.0
2024-02-21,Branch A,Cardiology,5,4,80.0
2024-02-21,Branch A,Oncology,6,4,66.67
2024-02-21,Branch A,Orthopedics,7,4,57.14
2024-02-21,Branch A,Pediatrics,10,10,100.0
2024-02-21,Branch A,Emergency,10,4,40.0
2024-02-21,Branch A,General Medicine,7,6,85.71
2024-02-21,Branch B,Cardiology,5,5,100.0
2024-02-21,Branch B,Oncology,9,8,88.89
2024-02-21,Branch B,Orthopedics,10,9,90.0
2024-02-21,Branch B,Pediatrics,13,13,100.0
2024-02-21,Branch B,Emergency,7,7,100.0
2024-02-21,Branch B,General Medicine,8,6,75.0
2024-02-21,Branch C,Cardiology,11,11,100.0
2024-02-21,Branch C,Oncology,12,4,33.33
2024-02-21,Branch C,Orthopedics,12,6,50.0
2024-02-21,Branch C,Pediatrics,7,4,57.14
2024-02-21,Branch C,Emergency,12,5,41.67
2024-02-21,Branch C,General Medicine,12,4,33.33
2024-02-22,Branch A,Cardiology,6,4,66.67
2024-02-22,Branch A,Oncology,6,6,100.0
2024-02-22,Branch A,Orthopedics,12,9,75.0
2024-02-22,Branch A,Pediatrics,13,3,23.08
2024-02-22,Branch A,Emergency,14,6,42.86
2024-02-22,Branch A,General Medicine,8,4,50.0
2024-02-22,Branch B,Cardiology,6,4,66.67
2024-02-22,Branch B,Oncology,11,9,81.82
2024-02-22,Branch B,Orthopedics,7,4,57.14
2024-02-22,Branch B,Pediatrics,8,5,62.5
2024-02-22,Branch B,Emergency,8,4,50.0
2024-02-22,Branch B,General Medicine,7,5,71.43
2024-02-22,Branch C,Cardiology,12,5,41.67
2024-02-22,Branch C,Oncology,9,3,33.33
2024-02-22,Branch C,Orthopedics,11,4,36.36
2024-02-22,Branch C,Pediatrics,5,5,100.0
2024-02-22,Branch C,Emergency,11,7,63.64
2024-02-22,Branch C,General Medicine,7,6,85.71
2024-02-23,Branch A,Cardiology,14,10,71.43
2024-02-23,Branch A,Oncology,6,3,50.0
2024-02-23,Branch A,Orthopedics,6,3,50.0
2024-02-23,Branch A,Pediatrics,12,8,66.67
2024-02-23,Branch A,Emergency,7,6,85.71
2024-02-23,Branch A,General Medicine,13,11,84.62
2024-02-23,Branch B,Cardiology,8,8,100.0
2024-02-23,Branch B,Oncology,11,11,100.0
2024-02-23,Branch B,Orthopedics,10,8,80.0
2024-02-23,Branch B,Pediatrics,7,6,85.71
2024-02-23,Branch B,Emergency,6,4,66.67
2024-02-23,Branch B,General Medicine,7,4,57.14
2024-02-23,Branch C,Cardiology,9,8,88.89
2024-02-23,Branch C,Oncology,8,5,62.5
2024-02-23,Branch C,Orthopedics,13,8,61.54
2024-02-23,Branch C,Pediatrics,11,9,81.82
2024-02-23,Branch C,Emergency,7,3,42.86
2024-02-23,Branch C,General Medicine,13,8,61.54
2024-02-24,Branch A,Cardiology,9,8,88.89
2024-02-24,Branch A,Oncology,14,13,92.86
2024-02-24,Branch A,Orthopedics,10,3,30.0
2024-02-24,Branch A,Pediatrics,6,6,100.0
2024-02-24,Branch A,Emergency,13,13,100.0
2024-02-24,Branch A,General Medicine,9,8,88.89
2024-02-24,Branch B,Cardiology,6,4,66.67
2024-02-24,Branch B,Oncology,7,7,100.0
2024-02-24,Branch B,Orthopedics,12,5,41.67
2024-02-24,Branch B,Pediatrics,9,5,55.56
2024-02-24,Branch B,Emergency,14,8,57.14
2024-02-24,Branch B,General Medicine,5,4,80.0
2024-02-24,Branch C,Cardiology,10,8,80.0
2024-02-24,Branch C,Oncology,9,7,77.78
2024-02-24,Branch C,Orthopedics,5,3,60.0
2024-02-24,Branch C,Pediatrics,6,4,66.67
2024-02-24,Branch C,Emergency,11,7,63.64
2024-02-24,Branch C,General Medicine,13,11,84.62
2024-02-25,Branch A,Cardiology,7,3,42.86
2024-02-25,Branch A,Oncology,10,4,40.0
2024-02-25,Branch A,Orthopedics,9,8,88.89
2024-02-25,Branch A,Pediatrics,14,5,35.71
2024-02-25,Branch A,Emergency,8,6,75.0
2024-02-25,Branch A,General Medicine,6,6,100.0
2024-02-25,Branch B,Cardiology,14,14,100.0
2024-02-25,Branch B,Oncology,14,8,57.14
2024-02-25,Branch B,Orthopedics,8,6,75.0
2024-02-25,Branch B,Pediatrics,11,10,90.91
2024-02-25,Branch B,Emergency,10,4,40.0
2024-02-25,Branch B,General Medicine,6,4,66.67
2024-02-25,Branch C,Cardiology,8,5,62.5
2024-02-25,Branch C,Oncology,14,6,42.86
2024-02-25,Branch C,Orthopedics,8,8,100.0
2024-02-25,Branch C,Pediatrics,5,3,60.0
2024-02-25,Branch C,Emergency,5,3,60.0
2024-02-25,Branch C,General Medicine,14,9,64.29
2024-02-26,Branch A,Cardiology,5,4,80.0
2024-02-26,Branch A,Oncology,11,8,72.73
2024-02-26,Branch A,Orthopedics,10,7,70.0
2024-02-26,Branch A,Pediatrics,9,9,100.0
2024-02-26,Branch A,Emergency,7,7,100.0
2024-02-26,Branch A,General Medicine,12,3,25.0
2024-02-26,Branch B,Cardiology,14,3,21.43
2024-02-26,Branch B,Oncology,6,5,83.33
2024-02-26,Branch B,Orthopedics,14,6,42.86
2024-02-26,Branch B,Pediatrics,11,10,90.91
2024-02-26,Branch B,Emergency,11,3,27.27
2024-02-26,Branch B,General Medicine,13,13,100.0
2024-02-26,Branch C,Cardiology,8,5,62.5
2024-02-26,Branch C,Oncology,10,9,90.0
2024-02-26,Branch C,Orthopedics,7,3,42.86
2024-02-26,Branch C,Pediatrics,8,4,50.0
2024-02-26,Branch C,Emergency,6,4,66.67
2024-02-26,Branch C,General Medicine,8,4,50.0
2024-02-27,Branch A,Cardiology,13,11,84.62
2024-02-27,Branch A,Oncology,6,3,50.0
2024-02-27,Branch A,Orthopedics,11,8,72.73
2024-02-27,Branch A,Pediatrics,7,4,57.14
2024-02-27,Branch A,Emergency,14,7,50.0
2024-02-27,Branch A,General Medicine,9,7,77.78
2024-02-27,Branch B,Cardiology,13,12,92.31
2024-02-27,Branch B,Oncology,7,4,57.14
2024-02-27,Branch B,Orthopedics,13,4,30.77
2024-02-27,Branch B,Pediatrics,7,3,42.86
2024-02-27,Branch B,Emergency,12,9,75.0
2024-02-27,Branch B,General Medicine,6,5,83.33
2024-02-27,Branch C,Cardiology,5,3,60.0
2024-02-27,Branch C,Oncology,6,6,100.0
2024-02-27,Branch C,Orthopedics,5,5,100.0
2024-02-27,Branch C,Pediatrics,11,3,27.27
2024-02-27,Branch C,Emergency,11,5,45.45
2024-02-27,Branch C,General Medicine,7,5,71.43
2024-02-28,Branch A,Cardiology,6,4,66.67
2024-02-28,Branch A,Oncology,7,7,100.0
2024-02-28,Branch A,Orthopedics,9,6,66.67
2024-02-28,Branch A,Pediatrics,5,5,100.0
2024-02-28,Branch A,Emergency,7,4,57.14
2024-02-28,Branch A,General Medicine,8,8,100.0
2024-02-28,Branch B,Cardiology,11,9,81.82
2024-02-28,Branch B,Oncology,10,4,40.0
2024-02-28,Branch B,Orthopedics,5,3,60.0
2024-02-28,Branch B,Pediatrics,9,3,33.33
2024-02-28,Branch B,Emergency,9,5,55.56
2024-02-28,Branch B,General Medicine,8,5,62.5
2024-02-28,Branch C,Cardiology,5,5,100.0
2024-02-28,Branch C,Oncology,9,7,77.78
2024-02-28,Branch C,Orthopedics,11,7,63.64
2024-02-28,Branch C,Pediatrics,12,3,25.0
2024-02-28,Branch C,Emergency,5,3,60.0
2024-02-28,Branch C,General Medicine,11,8,72.73
2024-02-29,Branch A,Cardiology,14,3,21.43
2024-02-29,Branch A,Oncology,10,8,80.0
2024-02-29,Branch A,Orthopedics,5,4,80.0
2024-02-29,Branch A,Pediatrics,14,7,50.0
2024-02-29,Branch A,Emergency,10,3,30.0
2024-02-29,Branch A,General Medicine,6,5,83.33
2024-02-29,Branch B,Cardiology,8,7,87.5
