date,branch,department,total_beds,occupied_beds,total_icu_beds,occupied_icu_beds,staff_on_duty
2024-01-28,Branch B,Emergency,82,51,16,12,11
2024-01-28,Branch B,General Medicine,109,77,21,13,37
2024-01-28,Branch C,Cardiology,95,83,19,13,28
2024-01-28,Branch C,Oncology,92,86,18,18,35
2024-01-28,Branch C,Orthopedics,51,21,10,2,13
2024-01-28,Branch C,Pediatrics,98,67,19,17,16
2024-01-28,Branch C,Emergency,86,58,17,16,33
2024-01-28,Branch C,General Medicine,75,57,15,9,22
2024-01-29,Branch A,Cardiology,111,90,22,16,15
2024-01-29,Branch A,Oncology,117,76,23,19,17
2024-01-29,Branch A,Orthopedics,51,40,10,6,11
2024-01-29,Branch A,Pediatrics,65,30,13,13,35
2024-01-29,Branch A,Emergency,40,17,8,3,17
2024-01-29,Branch A,General Medicine,45,38,9,6,29
2024-01-29,Branch B,Cardiology,79,72,15,15,22
2024-01-29,Branch B,Oncology,84,59,16,16,13
2024-01-29,Branch B,Orthopedics,94,66,18,11,10
2024-01-29,Branch B,Pediatrics,114,99,22,18,26
2024-01-29,Branch B,Emergency,91,75,18,13,21
2024-01-29,Branch B,General Medicine,88,55,17,10,10
2024-01-29,Branch C,Cardiology,70,53,14,12,30
2024-01-29,Branch C,Oncology,91,52,18,12,19
2024-01-29,Branch C,Orthopedics,81,61,16,12,13
2024-01-29,Branch C,Pediatrics,110,83,22,13,15
2024-01-29,Branch C,Emergency,101,81,20,12,14
2024-01-29,Branch C,General Medicine,71,54,14,8,37
2024-01-30,Branch A,Cardiology,49,30,9,3,39
2024-01-30,Branch A,Oncology,87,63,17,15,15
2024-01-30,Branch A,Orthopedics,88,50,17,15,17
2024-01-30,Branch A,Pediatrics,75,64,15,15,15
2024-01-30,Branch A,Emergency,42,19,8,8,12
2024-01-30,Branch A,General Medicine,75,39,15,9,14
2024-01-30,Branch B,Cardiology,78,58,15,12,30
2024-01-30,Branch B,Oncology,54,43,10,7,36
2024-01-30,Branch B,Orthopedics,73,52,14,9,15
2024-01-30,Branch B,Pediatrics,51,43,10,4,24
2024-01-30,Branch B,Emergency,102,79,20,14,25
2024-01-30,Branch B,General Medicine,78,56,15,14,23
2024-01-30,Branch C,Cardiology,76,62,15,14,25
2024-01-30,Branch C,Oncology,49,49,9,3,15
2024-01-30,Branch C,Orthopedics,61,35,12,12,21
2024-01-30,Branch C,Pediatrics,76,69,15,15,27
2024-01-30,Branch C,Emergency,50,43,10,9,16
2024-01-30,Branch C,General Medicine,69,64,13,5,27
2024-01-31,Branch A,Cardiology,90,65,18,17,31
2024-01-31,Branch A,Oncology,67,48,13,10,30
2024-01-31,Branch A,Orthopedics,102,54,20,15,38
2024-01-31,Branch A,Pediatrics,40,26,8,6,38
2024-01-31,Branch A,Emergency,96,84,19,15,37
2024-01-31,Branch A,General Medicine,91,74,18,13,36
2024-01-31,Branch B,Cardiology,93,71,18,13,17
2024-01-31,Branch B,Oncology,107,70,21,21,38
2024-01-31,Branch B,Orthopedics,49,49,9,3,25
2024-01-31,Branch B,Pediatrics,92,61,18,15,23
2024-01-31,Branch B,Emergency,102,56,20,13,10
2024-01-31,Branch B,General Medicine,71,45,14,9,12
2024-01-31,Branch C,Cardiology,85,53,17,11,36
2024-01-31,Branch C,Oncology,40,40,8,8,16
2024-01-31,Branch C,Orthopedics,55,41,11,5,33
2024-01-31,Branch C,Pediatrics,104,85,20,18,22
2024-01-31,Branch C,Emergency,119,94,23,20,28
2024-01-31,Branch C,General Medicine,70,65,14,4,19
2024-02-01,Branch A,Cardiology,90,73,18,12,19
2024-02-01,Branch A,Oncology,96,79,19,11,38
2024-02-01,Branch A,Orthopedics,90,70,18,13,23
2024-02-01,Branch A,Pediatrics,83,63,16,16,11
2024-02-01,Branch A,Emergency,77,51,15,10,13
2024-02-01,Branch A,General Medicine,67,35,13,12,10
2024-02-01,Branch B,Cardiology,88,70,17,17,11
2024-02-01,Branch B,Oncology,106,77,21,15,25
2024-02-01,Branch B,Orthopedics,88,48,17,17,33
2024-02-01,Branch B,Pediatrics,41,41,8,8,19
2024-02-01,Branch B,Emergency,84,45,16,16,37
2024-02-01,Branch B,General Medicine,68,46,13,13,26
2024-02-01,Branch C,Cardiology,44,28,8,6,35
2024-02-01,Branch C,Oncology,50,50,10,0,13
2024-02-01,Branch C,Orthopedics,58,37,11,7,21
2024-02-01,Branch C,Pediatrics,74,65,14,6,24
2024-02-01,Branch C,Emergency,116,85,23,19,36
2024-02-01,Branch C,General Medicine,94,65,18,16,16
2024-02-02,Branch A,Cardiology,82,51,16,12,14
2024-02-02,Branch A,Oncology,67,42,13,7,30
2024-02-02,Branch A,Orthopedics,48,38,9,9,21
2024-02-02,Branch A,Pediatrics,69,48,13,6,30
2024-02-02,Branch A,Emergency,45,23,9,7,14
2024-02-02,Branch A,General Medicine,85,69,17,10,21
2024-02-02,Branch B,Cardiology,84,56,16,15,38
2024-02-02,Branch B,Oncology,74,63,14,14,10
2024-02-02,Branch B,Orthopedics,83,69,16,13,10
2024-02-02,Branch B,Pediatrics,112,78,22,19,25
2024-02-02,Branch B,Emergency,117,91,23,13,12
2024-02-02,Branch B,General Medicine,65,63,13,11,21
2024-02-02,Branch C,Cardiology,81,67,16,7,30
2024-02-02,Branch C,Oncology,69,65,13,13,16
2024-02-02,Branch C,Orthopedics,90,71,18,18,10
2024-02-02,Branch C,Pediatrics,42,20,8,8,27
2024-02-02,Branch C,Emergency,112,64,22,22,14
2024-02-02,Branch C,General Medicine,74,45,14,13,30
2024-02-03,Branch A,Cardiology,73,56,14,8,26
2024-02-03,Branch A,Oncology,119,108,23,20,20
2024-02-03,Branch A,Orthopedics,101,72,20,20,22
2024-02-03,Branch A,Pediatrics,88,71,17,14,29
2024-02-03,Branch A,Emergency,77,66,15,12,30
2024-02-03,Branch A,General Medicine,60,51,12,7,28
2024-02-03,Branch B,Cardiology,102,79,20,14,32
2024-02-03,Branch B,Oncology,48,38,9,7,17
2024-02-03,Branch B,Orthopedics,91,64,18,13,36
2024-02-03,Branch B,Pediatrics,56,46,11,6,22
2024-02-03,Branch B,Emergency,85,70,17,10,19
2024-02-03,Branch B,General Medicine,113,87,22,22,13
2024-02-03,Branch C,Cardiology,53,48,10,6,32
2024-02-03,Branch C,Oncology,80,44,16,12,36
2024-02-03,Branch C,Orthopedics,71,63,14,9,26
2024-02-03,Branch C,Pediatrics,119,92,23,17,28
2024-02-03,Branch C,Emergency,48,29,9,9,33
2024-02-03,Branch C,General Medicine,87,66,17,12,37
2024-02-04,Branch A,Cardiology,82,65,16,11,35
2024-02-04,Branch A,Oncology,119,81,23,20,20
2024-02-04,Branch A,Orthopedics,83,50,16,8,16
2024-02-04,Branch A,Pediatrics,80,58,16,13,14
2024-02-04,Branch A,Emergency,93,68,18,9,31
2024-02-04,Branch A,General Medicine,92,69,18,18,21
2024-02-04,Branch B,Cardiology,87,59,17,17,26
2024-02-04,Branch B,Oncology,50,29,10,5,23
2024-02-04,Branch B,Orthopedics,85,76,17,12,10
2024-02-04,Branch B,Pediatrics,45,45,9,3,16
2024-02-04,Branch B,Emergency,58,58,11,4,24
2024-02-04,Branch B,General Medicine,52,38,10,10,27
2024-02-04,Branch C,Cardiology,104,85,20,19,21
2024-02-04,Branch C,Oncology,109,80,21,12,34
2024-02-04,Branch C,Orthopedics,51,47,10,9,15
2024-02-04,Branch C,Pediatrics,99,67,19,14,18
2024-02-04,Branch C,Emergency,65,62,13,10,14
2024-02-04,Branch C,General Medicine,87,66,17,15,25
2024-02-05,Branch A,Cardiology,60,46,12,12,14
2024-02-05,Branch A,Oncology,52,43,10,4,35
2024-02-05,Branch A,Orthopedics,54,48,10,3,22
2024-02-05,Branch A,Pediatrics,60,40,12,9,27
2024-02-05,Branch A,Emergency,66,38,13,13,32
2024-02-05,Branch A,General Medicine,77,72,15,13,24
2024-02-05,Branch B,Cardiology,68,68,13,10,17
2024-02-05,Branch B,Oncology,74,46,14,13,39
2024-02-05,Branch B,Orthopedics,104,74,20,14,10
2024-02-05,Branch B,Pediatrics,97,74,19,16,19
2024-02-05,Branch B,Emergency,79,53,15,15,30
2024-02-05,Branch B,General Medicine,89,49,17,15,31
2024-02-05,Branch C,Cardiology,117,84,23,23,28
2024-02-05,Branch C,Oncology,47,4,9,9,28
2024-02-05,Branch C,Orthopedics,40,31,8,8,32
2024-02-05,Branch C,Pediatrics,47,30,9,6,22
2024-02-05,Branch C,Emergency,51,42,10,7,38
2024-02-05,Branch C,General Medicine,62,44,12,10,11
2024-02-06,Branch A,Cardiology,100,89,20,13,20
2024-02-06,Branch A,Oncology,54,32,10,10,22
2024-02-06,Branch A,Orthopedics,102,72,20,15,19
2024-02-06,Branch A,Pediatrics,79,60,15,5,31
2024-02-06,Branch A,Emergency,94,81,18,13,15
2024-02-06,Branch A,General Medicine,80,71,16,12,33
2024-02-06,Branch B,Cardiology,66,40,13,12,14
2024-02-06,Branch B,Oncology,48,42,9,9,12
2024-02-06,Branch B,Orthopedics,115,85,23,18,18
2024-02-06,Branch B,Pediatrics,58,33,11,7,17
2024-02-06,Branch B,Emergency,99,62,19,19,13
2024-02-06,Branch B,General Medicine,84,79,16,16,34
2024-02-06,Branch C,Cardiology,69,54,13,9,33
2024-02-06,Branch C,Oncology,110,75,22,10,37
2024-02-06,Branch C,Orthopedics,77,50,15,13,37
2024-02-06,Branch C,Pediatrics,47,33,9,6,30
2024-02-06,Branch C,Emergency,94,68,18,13,25
2024-02-06,Branch C,General Medicine,71,40,14,5,15
2024-02-07,Branch A,Cardiology,53,41,10,8,30
2024-02-07,Branch A,Oncology,83,80,16,15,25
2024-02-07,Branch A,Orthopedics,67,60,13,8,20
2024-02-07,Branch A,Pediatrics,116,76,23,21,28
2024-02-07,Branch A,Emergency,40,31,8,3,28
2024-02-07,Branch A,General Medicine,79,49,15,15,38
2024-02-07,Branch B,Cardiology,87,57,17,13,21
2024-02-07,Branch B,Oncology,99,76,19,12,39
2024-02-07,Branch B,Orthopedics,104,68,20,12,38
2024-02-07,Branch B,Pediatrics,50,39,10,3,35
2024-02-07,Branch B,Emergency,84,64,16,13,23
2024-02-07,Branch B,General Medicine,81,72,16,13,14
2024-02-07,Branch C,Cardiology,103,68,20,17,36
2024-02-07,Branch C,Oncology,40,39,8,2,18
2024-02-07,Branch C,Orthopedics,109,79,21,14,15
2024-02-07,Branch C,Pediatrics,106,85,21,16,33
2024-02-07,Branch C,Emergency,86,67,17,14,37
2024-02-07,Branch C,General Medicine,95,70,19,16,28
2024-02-08,Branch A,Cardiology,64,58,12,5,12
2024-02-08,Branch A,Oncology,46,14,9,7,38
2024-02-08,Branch A,Orthopedics,78,56,15,14,38
2024-02-08,Branch A,Pediatrics,110,70,22,16,18
2024-02-08,Branch A,Emergency,67,39,13,3,33
2024-02-08,Branch A,General Medicine,76,50,15,11,18
2024-02-08,Branch B,Cardiology,79,60,15,11,36
2024-02-08,Branch B,Oncology,89,56,17,11,13
2024-02-08,Branch B,Orthopedics,81,61,16,16,11
2024-02-08,Branch B,Pediatrics,57,44,11,6,28
2024-02-08,Branch B,Emergency,91,57,18,14,12
2024-02-08,Branch B,General Medicine,100,86,20,16,12
2024-02-08,Branch C,Cardiology,57,32,11,6,29
2024-02-08,Branch C,Oncology,115,91,23,18,14
2024-02-08,Branch C,Orthopedics,92,60,18,12,25
2024-02-08,Branch C,Pediatrics,110,77,22,14,27
2024-02-08,Branch C,Emergency,82,36,16,13,36
2024-02-08,Branch C,General Medicine,111,85,22,16,10
2024-02-09,Branch A,Cardiology,90,48,18,17,18
2024-02-09,Branch A,Oncology,48,45,9,3,16
2024-02-09,Branch A,Orthopedics,77,53,15,6,14
2024-02-09,Branch A,Pediatrics,78,78,15,12,16
2024-02-09,Branch A,Emergency,75,54,15,15,32
2024-02-09,Branch A,General Medicine,40,22,8,7,12
2024-02-09,Branch B,Cardiology,69,49,13,13,37
2024-02-09,Branch B,Oncology,59,53,11,8,12
2024-02-09,Branch B,Orthopedics,117,97,23,16,23
2024-02-09,Branch B,Pediatrics,106,74,21,18,25
2024-02-09,Branch B,Emergency,118,89,23,17,20
2024-02-09,Branch B,General Medicine,103,78,20,14,16
2024-02-09,Branch C,Cardiology,68,49,13,9,38
2024-02-09,Branch C,Oncology,89,57,17,12,28
2024-02-09,Branch C,Orthopedics,64,54,12,9,25
2024-02-09,Branch C,Pediatrics,91,63,18,11,13
2024-02-09,Branch C,Emergency,54,54,10,8,24
2024-02-09,Branch C,General Medicine,47,47,9,5,25
2024-02-10,Branch A,Cardiology,42,9,8,4,12
2024-02-10,Branch A,Oncology,63,59,12,10,20
2024-02-10,Branch A,Orthopedics,55,23,11,10,28
2024-02-10,Branch A,Pediatrics,97,49,19,9,21
2024-02-10,Branch A,Emergency,71,48,14,13,21
2024-02-10,Branch A,General Medicine,97,72,19,13,11
2024-02-10,Branch B,Cardiology,94,75,18,18,21
2024-02-10,Branch B,Oncology,99,80,19,16,24
2024-02-10,Branch B,Orthopedics,97,73,19,17,35
2024-02-10,Branch B,Pediatrics,74,74,14,11,35
2024-02-10,Branch B,Emergency,90,84,18,13,30
2024-02-10,Branch B,General Medicine,103,82,20,16,24
2024-02-10,Branch C,Cardiology,107,76,21,19,18
2024-02-10,Branch C,Oncology,41,25,8,8,26
2024-02-10,Branch C,Orthopedics,43,43,8,7,32
2024-02-10,Branch C,Pediatrics,108,89,21,21,21
2024-02-10,Branch C,Emergency,85,54,17,13,26
2024-02-10,Branch C,General Medicine,55,31,11,11,11
2024-02-11,Branch A,Cardiology,73,48,14,9,30
2024-02-11,Branch A,Oncology,64,64,12,9,27
2024-02-11,Branch A,Orthopedics,62,55,12,12,31
2024-02-11,Branch A,Pediatrics,111,89,22,16,37
2024-02-11,Branch A,Emergency,95,70,19,16,27
2024-02-11,Branch A,General Medicine,40,29,8,6,37
2024-02-11,Branch B,Cardiology,56,51,11,8,17
2024-02-11,Branch B,Oncology,60,46,12,11,31
2024-02-11,Branch B,Orthopedics,116,75,23,16,18
2024-02-11,Branch B,Pediatrics,93,68,18,11,18
2024-02-11,Branch B,Emergency,112,94,22,16,21
2024-02-11,Branch B,General Medicine,87,76,17,14,25
2024-02-11,Branch C,Cardiology,70,56,14,9,22
2024-02-11,Branch C,Oncology,42,31,8,5,13
2024-02-11,Branch C,Orthopedics,92,84,18,18,25
2024-02-11,Branch C,Pediatrics,106,76,21,18,38
2024-02-11,Branch C,Emergency,51,39,10,9,28
2024-02-11,Branch C,General Medicine,81,55,16,9,35
2024-02-12,Branch A,Cardiology,102,68,20,17,20
2024-02-12,Branch A,Oncology,75,42,15,7,24
2024-02-12,Branch A,Orthopedics,112,75,22,19,39
2024-02-12,Branch A,Pediatrics,116,89,23,18,25
2024-02-12,Branch A,Emergency,47,20,9,8,24
2024-02-12,Branch A,General Medicine,56,44,11,9,10
2024-02-12,Branch B,Cardiology,81,71,16,16,27
2024-02-12,Branch B,Oncology,40,27,8,0,14
2024-02-12,Branch B,Orthopedics,83,42,16,14,16
2024-02-12,Branch B,Pediatrics,90,69,18,12,31
2024-02-12,Branch B,Emergency,98,71,19,16,24
2024-02-12,Branch B,General Medicine,88,79,17,11,13
2024-02-12,Branch C,Cardiology,63,36,12,8,29
2024-02-12,Branch C,Oncology,50,27,10,7,26
2024-02-12,Branch C,Orthopedics,45,34,9,9,17
2024-02-12,Branch C,Pediatrics,62,28,12,10,28
2024-02-12,Branch C,Emergency,53,36,10,7,14
2024-02-12,Branch C,General Medicine,45,45,9,9,24
2024-02-13,Branch A,Cardiology,100,63,20,14,39
2024-02-13,Branch A,Oncology,119,78,23,19,29
2024-02-13,Branch A,Orthopedics,57,37,11,8,12
2024-02-13,Branch A,Pediatrics,57,27,11,7,13
2024-02-13,Branch A,Emergency,102,66,20,17,22
2024-02-13,Branch A,General Medicine,55,50,11,9,28
2024-02-13,Branch B,Cardiology,87,72,17,12,11
2024-02-13,Branch B,Oncology,105,73,21,19,38
2024-02-13,Branch B,Orthopedics,107,69,21,16,23
2024-02-13,Branch B,Pediatrics,47,44,9,9,39
2024-02-13,Branch B,Emergency,47,41,9,9,21
2024-02-13,Branch B,General Medicine,54,29,10,6,24
2024-02-13,Branch C,Cardiology,86,60,17,12,39
2024-02-13,Branch C,Oncology,54,45,10,10,15
2024-02-13,Branch C,Orthopedics,52,33,10,9,25
2024-02-13,Branch C,Pediatrics,66,61,13,9,12
2024-02-13,Branch C,Emergency,65,37,13,12,38
2024-02-13,Branch C,General Medicine,49,35,9,4,13
2024-02-14,Branch A,Cardiology,78,50,15,13,38
2024-02-14,Branch A,Oncology,61,51,12,12,30
2024-02-14,Branch A,Orthopedics,119,88,23,21,17
2024-02-14,Branch A,Pediatrics,55,21,11,9,37
2024-02-14,Branch A,Emergency,108,68,21,19,25
2024-02-14,Branch A,General Medicine,58,33,11,6,21
2024-02-14,Branch B,Cardiology,43,43,8,2,12
2024-02-14,Branch B,Oncology,107,62,21,16,26
2024-02-14,Branch B,Orthopedics,82,66,16,16,31
2024-02-14,Branch B,Pediatrics,57,40,11,11,37
2024-02-14,Branch B,Emergency,60,42,12,9,15
2024-02-14,Branch B,General Medicine,106,92,21,19,19
2024-02-14,Branch C,Cardiology,56,39,11,8,24
2024-02-14,Branch C,Oncology,87,74,17,17,23
2024-02-14,Branch C,Orthopedics,117,85,23,18,34
2024-02-14,Branch C,Pediatrics,89,78,17,16,38
2024-02-14,Branch C,Emergency,98,78,19,13,38
2024-02-14,Branch C,General Medicine,81,52,16,12,39
2024-02-15,Branch A,Cardiology,65,42,13,13,27
2024-02-15,Branch A,Oncology,81,57,16,11,24
2024-02-15,Branch A,Orthopedics,87,66,17,9,30
2024-02-15,Branch A,Pediatrics,104,67,20,11,18
2024-02-15,Branch A,Emergency,112,77,22,19,16
2024-02-15,Branch A,General Medicine,102,84,20,9,15
2024-02-15,Branch B,Cardiology,84,58,16,13,28
2024-02-15,Branch B,Oncology,79,67,15,14,31
2024-02-15,Branch B,Orthopedics,116,89,23,9,13
2024-02-15,Branch B,Pediatrics,65,25,13,12,30
2024-02-15,Branch B,Emergency,101,81,20,15,35
2024-02-15,Branch B,General Medicine,84,57,16,8,17
2024-02-15,Branch C,Cardiology,55,41,11,5,17
2024-02-15,Branch C,Oncology,98,82,19,13,21
2024-02-15,Branch C,Orthopedics,42,31,8,7,26
2024-02-15,Branch C,Pediatrics,109,74,21,15,30
2024-02-15,Branch C,Emergency,49,28,9,5,36
2024-02-15,Branch C,General Medicine,62,44,12,7,12
2024-02-16,Branch A,Cardiology,65,46,13,7,38
2024-02-16,Branch A,Oncology,56,53,11,10,39
2024-02-16,Branch A,Orthopedics,43,40,8,4,16
2024-02-16,Branch A,Pediatrics,81,55,16,12,38
2024-02-16,Branch A,Emergency,71,27,14,14,19
2024-02-16,Branch A,General Medicine,83,60,16,10,19
2024-02-16,Branch B,Cardiology,77,51,15,13,18
2024-02-16,Branch B,Oncology,72,45,14,8,18
2024-02-16,Branch B,Orthopedics,53,47,10,1,39
2024-02-16,Branch B,Pediatrics,102,86,20,19,38
2024-02-16,Branch B,Emergency,98,55,19,14,10
2024-02-16,Branch B,General Medicine,65,30,13,11,28
2024-02-16,Branch C,Cardiology,94,82,18,11,23
2024-02-16,Branch C,Oncology,112,83,22,20,10
2024-02-16,Branch C,Orthopedics,107,73,21,20,28
2024-02-16,Branch C,Pediatrics,72,52,14,11,15
2024-02-16,Branch C,Emergency,110,82,22,16,32
2024-02-16,Branch C,General Medicine,106,83,21,10,19
2024-02-17,Branch A,Cardiology,58,45,11,9,30
2024-02-17,Branch A,Oncology,112,77,22,12,14
2024-02-17,Branch A,Orthopedics,102,78,20,18,39
2024-02-17,Branch A,Pediatrics,111,70,22,14,25
2024-02-17,Branch A,Emergency,49,38,9,8,29
2024-02-17,Branch A,General Medicine,68,42,13,11,23
2024-02-17,Branch B,Cardiology,85,42,17,16,28
2024-02-17,Branch B,Oncology,98,77,19,15,15
2024-02-17,Branch B,Orthopedics,45,41,9,7,29
2024-02-17,Branch B,Pediatrics,42,36,8,2,12
2024-02-17,Branch B,Emergency,100,80,20,13,36
2024-02-17,Branch B,General Medicine,97,71,19,11,32
2024-02-17,Branch C,Cardiology,58,52,11,5,28
2024-02-17,Branch C,Oncology,63,52,12,11,26
2024-02-17,Branch C,Orthopedics,117,86,23,20,38
2024-02-17,Branch C,Pediatrics,110,88,22,20,26
2024-02-17,Branch C,Emergency,74,44,14,9,30
2024-02-17,Branch C,General Medicine,76,54,15,11,28
2024-02-18,Branch A,Cardiology,91,55,18,13,14
2024-02-18,Branch A,Oncology,58,45,11,6,36
2024-02-18,Branch A,Orthopedics,51,37,10,7,34
2024-02-18,Branch A,Pediatrics,110,77,22,21,37
2024-02-18,Branch A,Emergency,47,19,9,5,18
2024-02-18,Branch A,General Medicine,71,48,14,8,21
2024-02-18,Branch B,Cardiology,43,32,8,-1,35
2024-02-18,Branch B,Oncology,48,39,9,3,33
2024-02-18,Branch B,Orthopedics,95,55,19,17,24
2024-02-18,Branch B,Pediatrics,84,65,16,15,27
2024-02-18,Branch B,Emergency,48,37,9,8,10
2024-02-18,Branch B,General Medicine,106,65,21,18,20
2024-02-18,Branch C,Cardiology,55,53,11,7,33
2024-02-18,Branch C,Oncology,74,54,14,8,22
2024-02-18,Branch C,Orthopedics,40,27,8,5,27
2024-02-18,Branch C,Pediatrics,77,48,15,10,31
2024-02-18,Branch C,Emergency,114,86,22,16,33
2024-02-18,Branch C,General Medicine,72,44,14,9,23
2024-02-19,Branch A,Cardiology,70,44,14,11,25
2024-02-19,Branch A,Oncology,70,41,14,10,28
2024-02-19,Branch A,Orthopedics,102,84,20,11,30
2024-02-19,Branch A,Pediatrics,116,80,23,16,17
2024-02-19,Branch A,Emergency,70,51,14,6,21
2024-02-19,Branch A,General Medicine,96,79,19,11,16
2024-02-19,Branch B,Cardiology,65,35,13,7,14
2024-02-19,Branch B,Oncology,112,77,22,16,11
2024-02-19,Branch B,Orthopedics,61,34,12,9,23
2024-02-19,Branch B,Pediatrics,105,74,21,13,20
2024-02-19,Branch B,Emergency,79,60,15,12,34
2024-02-19,Branch B,General Medicine,57,28,11,10,32
2024-02-19,Branch C,Cardiology,81,60,16,10,25
2024-02-19,Branch C,Oncology,84,58,16,7,38
2024-02-19,Branch C,Orthopedics,53,35,10,10,11
2024-02-19,Branch C,Pediatrics,52,31,10,8,23
2024-02-19,Branch C,Emergency,107,90,21,13,30
2024-02-19,Branch C,General Medicine,93,64,18,13,21
2024-02-20,Branch A,Cardiology,47,47,9,4,13
2024-02-20,Branch A,Oncology,89,54,17,12,20
2024-02-20,Branch A,Orthopedics,93,69,18,15,12
2024-02-20,Branch A,Pediatrics,107,69,21,16,15
2024-02-20,Branch A,Emergency,58,45,11,11,33
2024-02-20,Branch A,General Medicine,80,70,16,10,23
2024-02-20,Branch B,Cardiology,56,43,11,10,21
2024-02-20,Branch B,Oncology,84,53,16,9,39
2024-02-20,Branch B,Orthopedics,60,51,12,12,30
2024-02-20,Branch B,Pediatrics,70,52,14,7,14
2024-02-20,Branch B,Emergency,42,42,8,2,12
2024-02-20,Branch B,General Medicine,44,28,8,6,25
2024-02-20,Branch C,Cardiology,63,52,12,7,33
2024-02-20,Branch C,Oncology,69,50,13,9,26
2024-02-20,Branch C,Orthopedics,40,32,8,7,13
2024-02-20,Branch C,Pediatrics,93,64,18,12,30
2024-02-20,Branch C,Emergency,63,39,12,7,37
2024-02-20,Branch C,General Medicine,82,57,16,9,37
2024-02-21,Branch A,Cardiology,78,60,15,8,18
2024-02-21,Branch A,Oncology,44,18,8,8,27
2024-02-21,Branch A,Orthopedics,117,87,23,16,36
2024-02-21,Branch A,Pediatrics,48,48,9,5,27
2024-02-21,Branch A,Emergency,79,58,15,14,12
2024-02-21,Branch A,General Medicine,103,94,20,14,14
2024-02-21,Branch B,Cardiology,105,67,21,17,20
2024-02-21,Branch B,Oncology,100,88,20,14,28
2024-02-21,Branch B,Orthopedics,100,82,20,12,20
2024-02-21,Branch B,Pediatrics,47,47,9,7,19
2024-02-21,Branch B,Emergency,96,66,19,15,21
2024-02-21,Branch B,General Medicine,103,64,20,17,13
2024-02-21,Branch C,Cardiology,104,75,20,15,34
2024-02-21,Branch C,Oncology,94,89,18,14,34
2024-02-21,Branch C,Orthopedics,97,80,19,17,11
2024-02-21,Branch C,Pediatrics,54,23,10,7,22
2024-02-21,Branch C,Emergency,61,43,12,9,34
2024-02-21,Branch C,General Medicine,76,49,15,9,28
2024-02-22,Branch A,Cardiology,45,45,9,9,16
2024-02-22,Branch A,Oncology,45,34,9,3,26
2024-02-22,Branch A,Orthopedics,43,43,8,8,10
2024-02-22,Branch A,Pediatrics,60,52,12,6,34
2024-02-22,Branch A,Emergency,40,40,8,7,33
2024-02-22,Branch A,General Medicine,45,25,9,8,28
2024-02-22,Branch B,Cardiology,73,55,14,7,16
2024-02-22,Branch B,Oncology,117,83,23,16,16
2024-02-22,Branch B,Orthopedics,107,82,21,13,12
2024-02-22,Branch B,Pediatrics,73,48,14,11,13
2024-02-22,Branch B,Emergency,81,61,16,12,16
2024-02-22,Branch B,General Medicine,84,42,16,11,35
2024-02-22,Branch C,Cardiology,84,61,16,9,12
2024-02-22,Branch C,Oncology,68,53,13,6,11
2024-02-22,Branch C,Orthopedics,57,38,11,10,18
2024-02-22,Branch C,Pediatrics,42,30,8,6,32
2024-02-22,Branch C,Emergency,104,72,20,13,23
2024-02-22,Branch C,General Medicine,86,58,17,12,15
2024-02-23,Branch A,Cardiology,74,60,14,8,15
2024-02-23,Branch A,Oncology,85,76,17,17,16
2024-02-23,Branch A,Orthopedics,76,53,15,12,35
2024-02-23,Branch A,Pediatrics,89,64,17,12,25
2024-02-23,Branch A,Emergency,85,74,17,16,28
2024-02-23,Branch A,General Medicine,52,34,10,8,34
2024-02-23,Branch B,Cardiology,47,24,9,5,31
2024-02-23,Branch B,Oncology,116,94,23,19,35
2024-02-23,Branch B,Orthopedics,94,60,18,14,25
2024-02-23,Branch B,Pediatrics,81,62,16,12,30
2024-02-23,Branch B,Emergency,64,43,12,8,19
2024-02-23,Branch B,General Medicine,61,47,12,10,18
2024-02-23,Branch C,Cardiology,43,24,8,2,14
2024-02-23,Branch C,Oncology,67,47,13,7,35
